created_at,entry_id,field1,field2,field3,field4,field5,field6
2019-02-21 11:28:21 UTC,381,6.0,22.09,376.0,2.0,0.0,
2019-02-21 11:38:20 UTC,382,6.0,22.04,377.0,2.0,0.0,
2019-02-21 11:48:18 UTC,383,6.0,21.98,378.0,2.0,0.0,
2019-02-21 11:58:16 UTC,384,12.0,21.98,377.0,2.0,0.0,
2019-02-21 12:08:14 UTC,385,24.0,21.98,377.0,2.0,0.0,
2019-02-21 12:18:12 UTC,386,37.0,21.98,378.0,2.0,0.0,
2019-02-21 12:28:10 UTC,387,53.0,21.93,377.0,2.0,0.0,
2019-02-21 12:38:08 UTC,388,83.0,21.93,377.0,2.0,0.0,
2019-02-21 12:48:06 UTC,389,96.0,21.98,375.0,2.0,0.0,
2019-02-21 12:58:05 UTC,390,97.0,22.04,374.0,2.0,0.0,
2019-02-21 13:08:03 UTC,391,108.0,22.09,375.0,2.0,0.0,
2019-02-21 13:18:01 UTC,392,137.0,22.15,379.0,2.0,0.0,
2019-02-21 13:28:00 UTC,393,122.0,22.25,376.0,2.0,0.0,
2019-02-21 13:37:58 UTC,394,127.0,22.31,377.0,2.0,0.0,
2019-02-21 13:47:57 UTC,395,137.0,22.42,380.0,2.0,0.0,
2019-02-21 13:57:56 UTC,396,159.0,22.52,378.0,2.0,0.0,
2019-02-21 14:07:54 UTC,397,190.0,22.63,375.0,2.0,0.0,
